text,target_label,category_name
"I baptize you with water for repentance.
	But after me will come one who is more powerful than I,
	whose sandals I am not fit to carry.
	He will baptize you with the Holy Spirit and with fire.",19,talk.religion.misc
"I am looking for EISA or VESA local bus graphic cards that support at least 
1024x786x24 resolution.  I know Matrox has one, but it is very expensive.  All the
other cards I know of, that support that resoultion, are striaght ISA. 

Also are there any X servers for a unix PC that support 24 bits?",1,comp.graphics
"
   For he himself is our peace, who has made the two one and has destroyed the
barrier, the dividing wall of hostility, 
Ephesians 2:14
",15,soc.religion.christian
": I have a 486DX-33 computer with a SoundBlaster 1.0 card.  I'm running
: Microsoft Windows v3.1.  I have the SB driver set up properly to play
: normal sounds (.WAV files, etc.).  I want to play midi files through the
: Media Player that is included with windows.  I know I have to set up the
: patch maps or something in the MIDI-Mapper in the Control Panel.  I KNOW
: NOTHING ABOUT MIDI.  (This is to be the way I'll get my feet wet.)

: How do I set up Windows so that I can play MIDI files?
If you install the Soundblaster windows drivers correctly, and have
the latest drivers, the media player should be setup to play files
authored to Microsoft's Multimedia midi authoring standard (General
Midi), see the section in the back of the Voyetra manual in the
Soundblaster midi upgrade kit.
You'll find that midi files exist with all kinds of different
mappings, so don't expect them to always sound correct without using
some kind of midi file editor, such as Voyetra's Sequencer Plus.",2,comp.os.ms-windows.misc
"

So, like, what do you do during those six months to be ""active?""
My town has a similar requirement, and it's rather stupid.  Before
you can buy a handgun, you have to be an active member of a gun club.
Well, how active can you be without a gun, chief?

Most gun owners feel a check of criminal records for crimes and mental
disorders would be a very good thing -- IF it couldn't be abused by the
government.  But every time this is proposed, there is always some
trapdoor by which the government can deny your purchase EVEN IF you
are perfectly qualified to own a gun.  And we oppose this.


Since the fatal accident rate for licensed automobile drivers in the US 
is around 50 times the fatal accident rate of largely unlicensed gun
owners, I'd think twice before using this analogy.

Besides, the problem is criminal use of guns, not accidents.  (There
are about 500,000 criminal uses of guns in the US every year -- but
only 1,400 accidents.)  I don't think it's necessary to spend a lot
of energy making sure a criminal CAN shoot a gun before he gets one.

Just like the check, most gun owners feel positively about requiring
safety courses -- IF they couldn't be abused by the government.  But 
they already have!  One state doesn't hold the courses, another doesn't 
fund them, a third holds them only once a year with limited attendence 
to those with political connections.  Is this fair?


And how many of them acquire these guns from legal retail outlets?
How many are borrowed, stolen, smuggled, bought on the black market?


Some states allow ONLY open carry.  Some allow ONLY concealed carry.
Some allow both.  Some allow both, but require licenses for concealed 
carry.  All you can say is if one of these modes has a clear advantage
over another in terms of reducing crime or any other public good,
then state legislators SOMEPLACE are doing exactly the wrong thing.
Which means that they really don't have any objective reasons for 
these laws other than their preferences -- a bad way to govern.


(""Hot-livered.""  I LOVE that expression.  Here, we say ""hot-headed."")


Typically, the only criminals who can affect the rights of ALL the other
people are criminals in government offices.  The rest of our criminals
affect the rights of only one or a few people at a time, and they do this
during the commission of a crime.  POSSESSION of a gun by someone hurts
NO ONE else.  It is when they do something violent with that gun that
the crime occurs.  Of course, it is a crime for a felon or ex-felon to
possess a gun, but we don't feel it is right to treat common citizens
who have lived good lives as if they were just ""pre-felons"" waiting to
commit crimes.


I don't understand this sentence.


Life isn't fair.  I shouldn't need a fire extinguisher either, or
flood and theft insurance, or to lock the doors of my house and car.
But pining for a better world won't do anything to address what I have
to do to live in this one.


None of ours, I'm sure.


Frankly, I'm not sure I know what good a driver's license does anyone,
either.  The people who drive safely never use it, and the people who 
drive drunk, drive without it!

However, a car is a good tool, but not one that protects my right to life.
I rank the right to life somewhere north of the right to travel freely.


The question is not whether or not you want to own guns personally.  It's
whether or not you think that ALL people should be forced to do as you do.
I don't have any problem with someone who says they would never own a gun.
I do have a problem with someone who says I should be prevented from owning
one, too.
-- ",16,talk.politics.guns
"  
   Hmm... there must be two towns with the same name.  Kaliningrad,
located just North of Moscow is correct.  It is the home of several
Russian space enterprises, including NPO Energia, Krunichev, Fakel,
and Tsniimach.  The main Russian manned spacecraft control facility
is also located here.
   Kaliningrad is easily reachable by auto from Moscow, and tours
can be arranged.  Call ahead though, there are still armed military
guards at many of these facilities -- who don't speak English,
aren't well paid, and are rather bored.
   It's a very popular destination with Western space industry
types at the moment.
 ----------------------------------------------------------------
 Wales Larrison                         Space Technology Investor",14,sci.space
Does anyone has a table about the size of the wire to the amount of current it can carry.  Probably in the 1-15amp range.  My friend is interested in converting a Mazda into an electric car.  Needed information for estimation.  Thanks in advance.,12,sci.electronics
"
    What do you accept as a fact --  the roundness of the earth (after 
all, the ancient Greeks thought it was a sphere, and then Newton said 
it was a spheroid, and now people say it's a geoid [?])?  yourself 
(isn't your personal identity just a theoretical construct to make 
sense of memories, feelings, perceptions)?  I'm trying to think of 
anything that would be a fact for you.  Give some examples, and let's
see how factual they are by your criteria (BTW, what are your
criteria?).

    ""Gravity is _not_ a fact"": is that a fact?  How about Newton's 
and Einstein's thoughts about gravity -- is it a fact that they had 
those thoughts?  I don't see how any of the things that you are 
asserting are any more factual than things like gravity, atoms or 
evolution.

    In short, before I am willing to consider your concept of what
a fact is, I'm going to have to have, as a minimum, some examples of
what you think are facts.
",0,alt.atheism
"I have manual transmission 5 speed. It difficult to engage gear. Does xmission oil change improve this situation?
What do you think about the most favorable xmission oil change period?",7,rec.autos
"
I remember a physic prof. who talked about scaling a cue ball to Earth size.
Its was significantly less spherical that the Earth!

---
Terry F Figurelle			Boeing Defense & Space Group
email: tff@plato.ds.boeing.com		PO BOX 3999, Mail Stop 6J-EA
phone: 206-394-3115 fax:206-394-4300	Seattle, WA 98124-2499
",14,sci.space
"
Yes, he was.  He also played Jesus in ""Jesus Christ Superstar"" before 
he became a Christian.  He played in Black Sabbath right after he first 
got saved, but then left it.",15,soc.religion.christian
"I am tunning into this newgroup after a long time. Could somebody tell me 
what the slave mode in the xterm is? and what can it be used for? Any info
where I can get more info or examples. I want to use a bunch of xterms and 
send the input from one application to these xterms and get the output on the
xterms. Please email me any info. ",5,comp.windows.x
"

Yeah!

I found beelzebub inside a worm...yeah, that's it!

(actually it was vodka - Gordon's if I remember correctly...
I didn't even buy it (of course, that's probably the reason
I drank _so_ much of it that night...never again.)

",8,rec.motorcycles
"On 23 Apr 93 00:18:59 GMT, Clayton Cramer observed:
: # Can someone tell me why when Mr. Cramer spouts on about homosexuals,
: # he only addresses homosexual men, and never, in any post I've read,
: # addressed lesbians?  Granted, I stopped reading all his posts long, long
: # ago, so perhaps I missed something. 

: Because women very, very seldom molest children.

Un-hunh.  Yeah.  Right.  Sure.

You know that list of things that are stereotypically American -- Mom,
apple pie, etc.?  You don't hear too many stories about Mom being
a child molester, because such stories would simply be unAmerican.

But that doesn't say that it doesn't happen.
",18,talk.politics.misc
"NASA Headquarters distributed the following press
release today (4/6). I've typed it in verbatim, for you
folks to chew over. Many of the topics recently
discussed on sci.space are covered in this.

Gibbons Outlines Space Station Redesign Guidance

Dr. John H. Gibbons, Director, Office of Science and
Technology Policy, outlined to the members-designate of
the Advisory Committee on the Redesign of the Space
Station on April 3, three budget options as guidance to
the committee in their deliberations on the redesign of
the space station.

A low option of $5 billion, a mid-range option of $7
billion and a high option of $9 billion will be
considered by the committee. Each option would cover
the total expenditures for space station from fiscal
year 1994 through 1998 and would include funds for
development, operations, utilization, Shuttle
integration, facilities, research operations support,
transition cost and also must include adequate program
reserves to insure program implementation within the
available funds.

Over the next 5 years, $4 billion is reserved within
the NASA budget for the President's new technology
investment. As a result, station options above $7
billion must be accompanied by offsetting reductions in
the rest of the NASA budget.  For example, a space
station option of $9 billion would require $2 billion
in offsets from the NASA budget over the next 5 years.

Gibbons presented the information at an organizational
session of the advisory committee. Generally, the
members-designate focused upon administrative topics
and used the session to get acquainted. They also
received a legal and ethics briefing and an orientation
on the process the Station Redesign Team is following
to develop options for the advisory committee to
consider.

Gibbons also announced that the United States and its
international partners -- the Europeans, Japanese, and
Canadians -- have decided, after consultation, to give
""full consideration"" to use of Russian assets in the
course of the space station redesign process.

To that end, the Russians will be asked to participate
in the redesign effort on an as-needed consulting
basis, so that the redesign team can make use of their
expertise in assessing the capabilities of MIR and the
possible use of MIR and other Russian capabilities and
systems. The U.S. and international partners hope to
benefit from the expertise of the Russian participants
in assessing Russian systems and technology. The
overall goal of the redesign effort is to develop
options for reducing station costs while preserving key
research and exploration capabilities. Careful
integration of Russian assets could be a key factor in
achieving that goal.

Gibbons reiterated that, ""President Clinton is
committed to the redesigned space station and to making
every effort to preserve the science, the technology
and the jobs that the space station program represents.
However, he also is committed to a space station that
is well managed and one that does not consume the
national resources which should be used to invest in
the future of this industry and this nation.""",14,sci.space
"Okay... here's some gripe""ing"" (?griping?... whatever).

	(I live in Santa Barbara... for reference... I think)

	Okay, ABC showed the Kings/Flames... fine... YAWN.

	ESPN (through a fortunate rainout of a baseball game) showed the
  Red Wings/Toronto game... cool.

	But I SWEAR that the advertisements all week long had said that
  ESPN would show Pitt/NJ on Tuesday and Bos/Buff on Thursday.

	I raced home from work early (4:30 Pacific) to catch the game, but
  ALAS, it was the Boston/Buffalo game and then they promised that they would
  show the Pitt/NJ game on Thursday.  OVERNIGHT they changed their mind.

	I didn't mind THAT MUCH.  I watched the game (hockey is MUCH better
  than NO hockey).  During the game their were no video highlights from the
  Patrick division.  What the hell was going on?  At least they should show
  video highlights of the other games (especially the NYI/Caps game that was
  so close).  My father (lives in Bowling Green, Kentucky [Bumbf*ck, Egypt])
  got to watch the Pens game on ESPN.  I just don't get it.

	The biggest problem is that Buffalo or Boston fans who didn't want
  to see the Pittsburgh/New Jersey game 2, will turn on their TVs on Thursday
  and see the Pittsburgh/New Jersey game 3 instead of the Buffalo/Boston game
  3.  At least, in my case, I just had to wait 2 more days to see my game.

	If I were a big Boston or Buffalo fan and I missed the game on
  Tuesday due to false advertising on the part of ESPN, I'd be mad as
  hell.

	Oh well... hopefully we'll get better coverage next year OR
  SOMETHING.

Matt Coohill",10,rec.sport.hockey
"

[i agree wholeheartedly!!]


not sure about there in CA, but here in US, the manuals are quite often the
standard equipment.  Of course, FINDING a car with one might be hard, but
if you read the sticker on the window, there is usally an additional 2k or
so tacked on for that lousy  tranny.  So you actually ARE paying more, just
that it's sometimes hard to find one that is equipped ""standard"".  (this
applies to MOST cars, but not to the luxoyachts..eg caddilac, licolns, etc..)
",7,rec.autos
"Without quoting at length from the preceeding post, I'd just like
to say that I find it a much more appropriate way of dealing with
issues like the Holocaust and Bosnia that asserting that ""God is
punishing them.""

The activity of God is always _redemptive_, which means ""restoring
what has been lost, broken, or distorted.""  So, God does not _will_
the brokenness, lostness, distortion, genocide, poverty, etc, but
is nonetheless capable, willing, and active to restore, heal, mend,
and redeeem.",15,soc.religion.christian
"I was curious to check out how many San Jose Mercury News mentioned
Tyre (1990-92). Here's the outcome from the research (condenced versions,
copyright San Jose Mercury news):

---
  Bombings in the two largest cities in southern Lebanon killed 11 people
and 
wounded 80 others. A car bomb blew up in Tyre, killing 10 people and
wounding 
75. A man was killed and five others seriously wounded in an explosion in 
Nabatiye.
---
  An Israeli navy patrol boat attacked and sank a rubber guerrilla boat off

southern Lebanon early today, killing the two men aboard, the army command 
said.
  
     It said in a communique that a Dvora patrol boat opened fire on the 
motorized rubber dinghy north of Tyre after identifying it as hostile. The
army 
said no one on the Israeli boat was injured. The affiliation of the slain 
guerrillas was not immediately known.
---
  Rival factions of the guerrilla group led by terrorist mastermind Abu
Nidal 
battled Sunday in Tyre, Lebanon, with machine guns and rocket-propelled 
grenades, killing at least four people and wounding 15, police said.
---
 Lebanon's mainstream Shiite Muslim militia said Thursday that it had 
uncovered a network of tunnels in a southern Lebanese village where it said
pro-
Iranian kidnappers had held Western hostages.
  
     Officials of the militia, Amal, led local journalists through the
catacomb-
like alleys and showed them two cells with iron doors at the village, 
Kawthariyet al Siyad, near Tyre, the ancient port city, about 40 miles
south of 
Beirut.
  
     The officials said they were certain that U.S. Marine Lt. Col. William
R. 
Higgins was detained there shortly after he was seized by gunmen on a road 
outside Tyre in February 1988.
--------------
...anyway, I counted 20 articles during these 3 years of reporting. I also
found out the possible reason why the numbers for the inhabitants of the
city is defined between 14000 and 24000. It seems that Tyre is one of the
places
where people from Libanon flee to during more extensive bombings, so
there's
a constant flow of refugees entering and leaving Tyre (articles mentioned
thousands of people entering and leaving this place).

I counted 0 articles for my home town, Kristinestad, so from now I will
consider this place to be a fishing village :-).

Cheers,
Kent
",19,talk.religion.misc
"Several replies to my post have said that I should get to know  
Christian homosexuals before judging them.  I maintain that I was not  
judging them by saying that homosexuality is wrong.   I would like to  
look at the responces to my post and make a general sterotypical  
evaluation of the people who responded to the side of Christianity  
and homosexuality being compatible (admitedly not all are homosexuals  
but I know that many are from their e-mail responces).  I don't  
normally make sterotypical assumptions about groups of people, but  
since I have been asked to by many of the opposing veiw point I will.

So far people have made wild assumptions, put me down because I don't  
have the resources of others, and even reverted to name calling.  If  
you don't think this is an acurate representation then those of you  
who are homosexual Christians show me the diffrence.",15,soc.religion.christian
"
Minnesota Lumberjacks (thought of Bunyons - as in Paul, not sore feet or Babes
			as in Big Blue Ox)
Seattle Rainiers (I think this was considered by the new ownership -- harkening
                  back to AAA glory days -- and placating at least one local
                  brewer :-)",9,rec.sport.baseball
"What are those other objects?  UFOs????
",14,sci.space
"[Please accept the following announcement for comp.windows.x.announce. -gf]

A completely revamped version of the X11 browser interface to Archie,
Xarchie, is now available as
	export.lcs.mit.edu:/contrib/xarchie-2.0.tar.Z

For those not familar with Archie or Xarchie, I include part of the
manpage intro:

  Xarchie is an X11 browser interface to the Archie Internet information
  system using the Prospero virtual filesystem protocol.  Archie
  provides information about files available for ftp anywhere on the
  Internet; Xarchie displays this information using an easy-to-use,
  point-and-click interface.  Xarchie allows you to further explore ftp
  sites by examining directories returned as query matches, and allows
  you to retrieve files located this way.

Xarchie 2.0 has been extensively tested on R4, R5, and a variety of
other flavors of X, and on a wide range of machines. A summary of the
new features (from the README) follows:

  * Major improvements include:
    - Multiple selections allowed in browser for use with other new
      features (FWF MultiList widget).
    - Ability to expand directories in browser.
    - Real fully-integrated ftp implementation.
    - Ability to save and reload query results, as well as print them.
    - Ability to resort results, and sort results by user-definable
      pseudo-weights.
    - Online help browser.
    - Color resources, done so that they don't break mono displays.
    - FWF FileSelector widget for local file operations.
    - Makefile.dst's supplied for the imake-impaired.

George",5,comp.windows.x
"Well, the Opel deal fell through...

Now i'm looking at a Datsun 240Z for sale in our local buy&sell.  Any
previous owners have any experience with these cars?  Besides looking
for rust,good compression,low miles, and all the other usual car
things one looks for, is there anything special about these cars that
I should watch out for?

How about things like handling,performance,mileage,etc.  These cars
look hot, to my eyes at least, and bear more than a passing
resemblance to the Aston Martin DB4 Zagato(sp?), which has to be one
of the most beatiful cars ever made.",7,rec.autos
"Which 486 CPU will give the better performance on math intensive programs, a
486-66 DX2 or a 486-50 DX?

Thanks in advance,",3,comp.sys.ibm.pc.hardware
"A few questions for Janet Reno:

	Why don't you think generals have any place in law enforcement?

	If the ATF/FBI had proof that Koresh was:

		A child molester
		A child abuser
		A wife abuser
		Bigamist
		Sexual Deviant (not a crime in all 50 states, yet)
	As well as
		Illegally modify weapons

	Why wasn't he simply arrested during one of his morning jogs?  Why did
the allegations of child/wife/sex crimes only come out after the Branch
Davidians repelled the initial assualt?

	Was it because it became necessary to demonize David Koresh?  Do you
feel responsible for the deaths of over 80 people?  How many would be alive to
day if Koresh had been arrested outside the compound?


	Inquiring minds want to know.

	[Although Janet was installed after the siege began, her purge of the
justice dept. leaves only her people in charge.]",18,talk.politics.misc
"
Sorry, but this is a red herring.

Are you contending that the ""mountain of forms"" are processed by Blue
Cross?  Having had Blue Cross insurance both as a government employee
and as an employee of a private corporation, I saw no difference between
the two sets of forms.  

Moreover, the administrative costs associated with Medicare/Medicaid,
the two primary forms of ""government"" insurance are considerably lower than
the average for private insurance companies.   (5% versus 14%-16%).

If you have any evidence that Blue Cross bears a heavier burden in insuring
government employees than private employees, post it.  Otherwise, try
to stick to factual assertions.


Well now, that's an interesting defense of the ""free enterprise"" system.
Are you contending that it is government intervention that prevents 
private insurance companies from ""standardizing?""

In fact, it is true that some of the red-tape burden stems from the 
lack of standardization among the 1500 or so private insurers in the US,
but it's a little difficult to understand how this is anything other than
""free enterprise"" at work.  

By the way, Barron's, the bible of Wall Street, this week admitted that
administrative costs were significantly lower in Canada because ""....a
single-payer system is always cheaper..."".  Guess even the ""free enterprise
advocates"" are beginning to see the light.

Sorry, but you seem to be confusing proposals with health care
reform with the Bush administration's gag order on federally funded family
planning clinics.  There are no proposals that would control what your
""doctor...can and cannot say about medical procedures.""

Try again.

jsh",18,talk.politics.misc
"As promised, below is a personal critique of a Pressure Point Massager 
I recently bought from the Self Care Catalog.  I am very pleased with 
the results.  The catalog description is as follows:

	The Pressure Point Massager is an aggressive physical massager 
	that actually kneads the tension out of muscles ... much like a
	professional shiatsu masseur.  The powerful motor drives two
	counter-rotating ""thumbs"" that move in one-inch orbits --
	releasing tension in the neck, back, legs and arms.

	Pressure Point Massager    A2623   $109

To order or receive a catalog, call (24 hours, 7 days) 1-800-345-3371 or
fax at 1-800-345-4021.

********
NOTE:
When I ordered the massager, the item number was different, and the price
was $179, not $109.  When I received it, I glanced thru the newer catalog
enclosed with it to see anything was different from the first one.  I was  
QUITE annoyed to see a $70 difference in price.  I called them about it,
and the cust rep said that they had switched manufacturers, although it
looks and works exactly the same.  He told me to go ahead and return the
first one and order the cheaper one, using the price difference as a
reason for return.  In fact, since the newer ones might take a while to
ship from the factory (I received this one in 3 days), he told me I could 
use the one I already have until the new one arrives, then return the old 
one.  VERY reasonable people.
********

I have long-term neck, shoulder and back pain (if I were a building, I 
would be described as ""structurally unsound :-) ).  I have stretches 
and exercises to do that help, but the problem never really goes away.  
If, for whatever reason, I do not exercise for a while (illness, not enough
time, lazy, etc.), the muscles become quite stiff and painful and, thus, 
more prone to further strain.  Even with exercise, I sometimes require 
physical therapy to get back on track, which 1st requires a doctor visit 
to get the prescription for p.t.  

The tension in my neck, if not released, eventually causes a headache
(sometimes confused with a sinus headache) over my left eye.  When my 
physical therapist has massaged my neck, and the sub-occipital muscles 
in particular (the 2 knobby areas near the base of the skull), the 
headache usually eased within a day, although it hurts like hell to 
while it is being massaged.

I ordered this device because it seemed to be exactly what I was wishing
someone would invent --a machine that would massage, NOT VIBRATE, my 
neck and sub-occipital muscles like my physical therapist has done in 
the past, that I could use by myself.  No doctor visit or inconvenient 
p.t. appts for a week later would be needed to use it.  I could get up 
in the middle of the night and use it, if necessary.

I have been using it for about a week or so now, and LOVE it.  The base
unit is about a 14"" x 9"" rectangle, about 3-3/4"" high, with handles on each
side, and it plugs into an average outlet.  The two metal ""thumbs"" are about 
1-1/2"" in diameter and protrude about 2-1/2"" above the base.  The thumbs 
are covered with a gray cloth that is non-removable.  They are located more 
toward one end, rather than centered (see figure below).  They move in 
either clockwise or counter-clockwise directions, depending on which side 
of the switch is pushed, and are very quiet.  It can be used from either
side.  For instance, the thumbs can be positioned at the base of the neck
or the top of the neck, depending on which direction you approach it.


                 _______________________________
                |  __    _______________    __  |
                | |  |  |		|  |  | |
                | |  |  |  \^^/   \^^/  |  |  | |
                | |  |  |   ||     ||   |  |  | |
                | |  |  |		|  |  | |
                | |  |  |_______________|  |  | |
                | |__|			   |__| |
                |_______________________________|


For the neck/head, the user varies the amount of pressure used by (if 
laying down) allowing all or part of the full weight of the head and/or 
neck to rest on the thumbs.  The handles can also be used if sitting or
standing, applying pressure with the arms/wrists.  Since my wrists are
also impaired (I'm typing this over an extended period of time), and I 
don't have someone living with me who can apply it, laying down works 
well for me.

For my back, I sit in a high-backed kitchen chair, position the massager
behind me at whatever point I want massaged, and lean back lightly (or
not so lightly) against it.  The pressure of leaning back holds it in place.  
If I want to massage the entire spine, I simply move it down a few inches 
whenever I feel like it.  For my back, this machine is far superior to use 
than the commonly used ""home-made"" massager of 2 tennis balls taped together 
(with the balls, position (against a wall or door) them over the spine and 
move the body up and down against them).  The tennis balls are better than 
nothing, but difficult to use for very long, especially if your quads are 
not in good shape, and my long hair gets (painfully) in the way if I don't 
pin it up first.  As far as I'm concerned, the easier something like this 
is to use, the more likely I'll use/do it.  If there are multiple 
considerations/hassles, I'm more likely to not bother with it.

Not only has this machine helped with my headaches, but my range of motion 
for my neck and back are greatly increased.  The first time I used it on my
neck/sub-occipital muscles, however, I overdid it and pressed too hard
against it, which resulted in a very tender, almost bruised area for a
few days.  I laid off it for about 3 days and applied ice, which helped.  
After that, I was more gradual about applying pressure.  At this point, 
the pain in the sub-occipital area is now minimal while being massaged.  
I also learned to use VERY LIGHT pressure on my lower back, which is the 
most vulnerable point for me.

It also eased some painful knots of tension between my shoulder blades,
although, again, it took a few days of massaging (just a few minutes at
a time) to really work it out.

I highly recommend this product if you have similar problems, although I
cannot vouch for its durability (it seems pretty sturdy), since I've had
it such a short time.  I plan to use it not only to ease tension, but also 
to loosen the muscls BEFORE exercising (and maybe after, too).  I have
been ill recently and not able to exercise much for a few weeks, so this 
was very timely  for me.

This is the 1st product I've ordered from this company and only recently
became aware of it thru a co-worker.  The catalog states they have been
in business since 1976.  It contains quite a few health care products and,
while they appear to be more expensive than the average health care catalog
products, they also appear to be of much higher quality with more thought
put into what they actually do.  Definitely a step above some other ones
I've seen such as ""Dr. Leonards Health Care Catalog"" or ""Mature Wisdom"".
I'm only 37, but have ended up on some geriatric-type mailing lists (no
big surprise here :-) ).  I consider many of those products to be rip-offs, 
particularly targeted toward the elderly, with dubious health benefits.

I apologize for the length of this, but it's the kind of info _I_ would 
like to know before ordering something thru the mail.
",13,sci.med
"
I'm not sure why you don't consider it an option.  No one suggests that
such analysis should be left to ""regulators.""  In fact, the ""re-inventing
government"" movement provides just such a cost/benefit approach to the
analysis of public spending.  Libertarians would do well to learn more
about it. 


Sorry, but it strikes me that it is the only ""feasible"" approach.  What is
not feasible is a wholesale attack on all government regulation and 
licensing that treats cutting hair and practicing medicine as equivalent
tasks.


Actually, the only areas of public spending above that strike me as 
generating substantial support among libertarians are police and defense.
(It is an interesting aside that as committed as libertarians claim to
be to a principle of non-coercion, the only areas of public spending
that they frequently support involve hiring people with guns....hmmm...)


Perhaps you have.  May I suggest that you consider that revolutionaries
frequently generate support by acting as protectors of ""geezers,"" 
mothers and children.  Governments that ignore such people on the grounds
that ""we don't have much to fear"" from them do so at their own peril.

jsh",18,talk.politics.misc
"JL> From: jlecher@pbs.org
JL> > I would not classify a mild headache that was continuous for weeks
JL> > as migraine, even if the other typical features were there (e.g.,
JL> > unilateral, nausea and vomiting, photophobia).  Migraines are, by
JL> > common agreement, episodic rather than constant.
JL> >
JL> Well, I'm glad that you aren't my doctor, then, or I'd still be suffering.
JL> Remember, I was tested for any other cause, and there was nothing. I'm
JL> otherwise very healthy.
JL> The nagging pain has all of the qualifications: it's on one side, and
JL> frequently included my entire right side: right arm, right leg, right eye,
JL> even the right side of my tongue hurt or tingled. Noise hurt, light hurt,
JL> thinking hurt. When it got bad, I would lose my ability to read.

The differential diagnosis between migraine and non-migranous pain
is not *always* important, because some therapies are effective in
both (e.g., tricyclic antidepressants such as amitriptyline,
non-steroidal anti-inflammatory drugs such as ibuprofen).  Other
therapies may be more specific: beta-blockers such as propranolol
work better in migraine than tension-type headache.

The most important thing, from your perspective, is that you got
relief.  Also, please understand that a diagnosis other than
migraine does not necessarily mean ""psychogenic""; I suspect that
organic factors play as large a role in tension-type headache as in
migraine.",13,sci.med
"
Are you serious?!!!  Here's an exercise next time you are in the barnyard. 
Take *your* model and hold it directly above a fresh cowpie.  Then release the
model.  You will observe that on its own *your* model will assume a trajectory
earthward and come to rest exactly where it belongs.  Watch out for splatters,
particularly if you are wearing shorts when you perform this experiment.",19,talk.religion.misc
"						^^^^^^^^^^^^^^^^^^
		    ^^^^^^^^^^^^^^^^^^

	If JD Power and Associates did the survey, I would like an 
	anonymous ftp site to pick it up at.  Only a sucker believes
	an MS released survey results about an MS product.  Ok--assume
	that the results of the survey, whatever they are, are 100%
	honest.  If the results indicated extreme dissatisfaction with
	the product, is MS going to tell us to stop buying MS-DOS 6.0
	because it sux? :-)  Sure....


	Well, these ""statistics"" are to shut people up and add some
	microscopic weight to MS' arguments.  As I just said, you have
	seen what automakers do.  Who is going to believe Chrysler if
	they tell us, ""In a 'random' Chrysler-conducted survey...""
	My theory about certain people is that they are convinced that
	if a point is maintained long enough, it is true.  After all,
	what is the focus of this company?  Information.  Money and
	information.  Technology is, for some, an expedient toward
	these ends.  Why did Bill Gates drop out of college?  
	Was it because he couldn't afford it at the time?  Was it
	because (as the WSJ says) he couldn't wait to use what he
	knew to go out and make money?  Bill Gate's answer to this
	question would be highly interesting.  I await it.
	I can't stomach Bill declaring himself a visionary and
	using every available opportunity to build up the cult
	around himself and then having MS sell DOS and Windoze
	as their main stays.  


 ---------------------------------------------",2,comp.os.ms-windows.misc
"


There are several products you might investigate.  If you've got
$20,000 per seat and high-end hardware, Gain Momentum might be a good
choice.  It isn't compatible with HyperCard, but has a similar
architecture (and *way* more functionality).  I don't have contact
information, but they were recently purchased by Sybase who shouldn't
be too hard to find.

If you're running News on SPARC, check out HyperLook
(hyperlook@turing.com).  It uses Postscript as a scripting language
which is good if you need to do lots of display oriented scripting,
but not so good for non-programmers.  It was $995, last I heard.

You might also look at our product MetaCard.  We're alpha-testing
direct importing of HyperCard stacks (we've even made the test release
available for anonymous FTP), so we're obviously the closest in
functionality.  MetaCard runs on most UNIX workstations and costs
$495.  Email to info@metacard.com for more details.
  Scott


",5,comp.windows.x
": Has anyone ever heard of a food product called ""Space Food Sticks?"" 

I remember those awful things.  They were dry and crumbly, and I
recall asking my third-grade teacher, Miss G'Francisco, how they
kept the crumbs from floating around in zero-G.  She had no clue.
I have not seen anything like them in today's space program.

Some Apollo technology is best forgotten.

-- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office
      kjenks@gothamcity.jsc.nasa.gov  (713) 483-4368",14,sci.space
"
I am sure that Mike is correct on this point.  I am also pretty sure that
administering ""truth serum"" would be ruled a violation of your right
not to incriminate yourself.  But, what is the salient difference?
Both drawing blood and injecting ""truth serum"" incapacitate you for
a while, but do no permanent damage.  Is it simply that we have come to
view one as acceptable, while the other is viewed as a fundamental
violation of one's rights?  If this is the case, how do we expand the
protections of the 5th amendment to incorporate new technologies without
the results being a hodgepodge of different judges personal opinions?",11,sci.crypt
"
Standard colormaps were spec'd with the intention that window managers
would make them available. This doesn't mean that every window manager
author in the world immediately dropped everything they were doing and
implemented this at top priority.

The ESGE server we ship makes the XA_RGB_BEST_MAP available at
startup. It doesn't wait for window managers to do it.


Does your hardware have only one CLUT? Since standard colormaps
typically devour all 256 entries, there is no way it can avoid
displacing the entire default colormap if your hardware has only one
CLUT.

I don't believe standard colormaps are intended to aboid possible
colormap flashing between clients using the default coilormap. Rather,
colormap flashing will be avoided between two clients that use the
same standard colormap. An example would be two clients that need a
full color range would both use XA_RGB_BEST_MAP (or whatever it's
called under X11R5).

If you are trying to avoid colormap flashing with the default
colormap, your best bet is to try to load all the colors you use into
that colormap. If you can't do that, then you'll get flashing on a one
hw CLUT framebuffer.

Now if your window manager used the same standard colormap as your
client, this flashing could also be avoided. Perhaps some window
managers have command line options for selecting standard colormaps?
-- ",5,comp.windows.x
"
Gee. Say they feed the 80-bit key through Snefru-8 and take the first 60
bits of the result, then use those 60 bits as the real key. How do you
figure out that each key is one of 2^20 ``equal'' keys? You can try a
birthday attack, but if the key can be changed only once a second then
you will need several lifetimes to get reliable statistics. Somehow I
don't think you could catch the NSA at this sort of skulduggery.",11,sci.crypt
"Ok, this might seem a bit odd.
How do check the state of (dip)switches on the mother board of a IBM XT
WITHOUT using the BIOS.

	/Thanx",3,comp.sys.ibm.pc.hardware
